Pokemon,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2
Lucario (Mega),448,Fighting,Steel,310,175,172,197495.7900414248,15.5,1487,BULLET_PUNCH,CLOSE_COMBAT,FLASH_CANNON
Hippopotas,449,Ground,None,124,118,169,870555.7920620436,50.0,1236,BITE,BODY_SLAM,DIG
Hippopotas (Shadow),449,Ground,None,124,118,169,870555.7920620436,50.0,1236,BITE,BODY_SLAM,DIG
Hippowdon,450,Ground,None,201,191,239,386584.4027006979,19.5,1494,BITE,BODY_SLAM,EARTHQUAKE
Hippowdon (Shadow),450,Ground,None,201,191,239,386584.4027006979,19.5,1494,BITE,BODY_SLAM,EARTHQUAKE
Skorupi,451,Poison,Bug,93,151,120,593263.1237650773,50.0,883,INFESTATION,AQUA_TAIL,CROSS_POISON
Skorupi (Shadow),451,Poison,Bug,93,151,120,593263.1237650773,50.0,883,INFESTATION,AQUA_TAIL,CROSS_POISON
Drapion,452,Poison,Dark,180,202,172,555333.1865766227,25.0,1496,BITE,AQUA_TAIL,CRUNCH
Drapion (Shadow),452,Poison,Dark,180,202,172,555333.1865766227,25.0,1496,BITE,AQUA_TAIL,CRUNCH
Croagunk,453,Poison,Fighting,116,76,134,415893.93985208025,50.0,826,POISON_JAB,BRICK_BREAK,LOW_SWEEP
Croagunk (Shadow),453,Poison,Fighting,116,76,134,415893.93985208025,50.0,826,POISON_JAB,BRICK_BREAK,LOW_SWEEP
Toxicroak,454,Poison,Fighting,211,133,195,457342.590517398,24.5,1485,COUNTER,DYNAMIC_PUNCH,MUD_BOMB
Toxicroak (Shadow),454,Poison,Fighting,211,133,195,457342.590517398,24.5,1485,COUNTER,DYNAMIC_PUNCH,MUD_BOMB
Carnivine,455,Grass,None,187,136,179,598947.4031189608,28.5,1483,BITE,CRUNCH,ENERGY_BALL
Finneon,456,Water,None,96,116,135,529260.1591204791,50.0,848,POUND,ICE_BEAM,SILVER_WIND
Lumineon,457,Water,None,142,170,170,978593.0620609131,39.5,1496,WATER_GUN,BLIZZARD,SILVER_WIND
Mantyke,458,Water,Flying,105,179,128,846951.442372874,50.0,1122,BUBBLE,AERIAL_ACE,ICE_BEAM
Snover,459,Grass,Ice,115,105,155,658908.408707074,50.0,1035,ICE_SHARD,ENERGY_BALL,ICE_BEAM
Snover (Shadow),459,Grass,Ice,115,105,155,658908.408707074,50.0,1035,ICE_SHARD,ENERGY_BALL,ICE_BEAM
Abomasnow,460,Grass,Ice,178,158,207,581515.2078078929,26.0,1493,POWDER_SNOW,BLIZZARD,ENERGY_BALL
Abomasnow (Mega),460,Grass,Ice,240,191,207,288998.7175622675,17.5,1490,POWDER_SNOW,BLIZZARD,ENERGY_BALL
Abomasnow (Shadow),460,Grass,Ice,178,158,207,581515.2078078929,26.0,1493,POWDER_SNOW,BLIZZARD,ENERGY_BALL
Weavile,461,Dark,Ice,243,171,172,324879.4072670307,20.0,1487,FEINT_ATTACK,AVALANCHE,FOCUS_BLAST
Weavile (Shadow),461,Dark,Ice,243,171,172,324879.4072670307,20.0,1487,FEINT_ATTACK,AVALANCHE,FOCUS_BLAST
Magnezone,462,Electric,Steel,238,205,172,301934.7521535399,18.5,1475,CHARGE_BEAM,FLASH_CANNON,WILD_CHARGE
Magnezone (Shadow),462,Electric,Steel,238,205,172,301934.7521535399,18.5,1475,CHARGE_BEAM,FLASH_CANNON,WILD_CHARGE
Lickilicky,463,Normal,None,161,181,242,589376.4202933024,24.5,1473,LICK,EARTHQUAKE,HYPER_BEAM
Rhyperior,464,Ground,Rock,241,190,251,243261.85711340772,15.5,1455,MUD_SLAP,EARTHQUAKE,STONE_EDGE
Rhyperior (Shadow),464,Ground,Rock,241,190,251,243261.85711340772,15.5,1455,MUD_SLAP,EARTHQUAKE,STONE_EDGE
Tangrowth,465,Grass,None,207,184,225,361066.90956098615,19.5,1465,INFESTATION,ANCIENT_POWER,ROCK_SLIDE
Tangrowth (Shadow),465,Grass,None,207,184,225,361066.90956098615,19.5,1465,INFESTATION,ANCIENT_POWER,ROCK_SLIDE
Electivire,466,Electric,None,249,163,181,309515.58976424957,19.5,1488,LOW_KICK,THUNDER,THUNDER_PUNCH
Electivire (Shadow),466,Electric,None,249,163,181,309515.58976424957,19.5,1488,LOW_KICK,THUNDER,THUNDER_PUNCH
Magmortar,467,Fire,None,247,172,181,299702.48031790205,19.0,1477,FIRE_SPIN,BRICK_BREAK,FIRE_BLAST
Magmortar (Shadow),467,Fire,None,247,172,181,299702.48031790205,19.0,1477,FIRE_SPIN,BRICK_BREAK,FIRE_BLAST
Togekiss,468,Fairy,Flying,225,217,198,320388.852289819,18.0,1498,AIR_SLASH,AERIAL_ACE,ANCIENT_POWER
Yanmega,469,Bug,Flying,231,156,200,352791.6741685652,20.5,1492,BUG_BITE,AERIAL_ACE,ANCIENT_POWER
Leafeon,470,Grass,None,216,219,163,377430.70108277537,20.5,1492,QUICK_ATTACK,ENERGY_BALL,LEAF_BLADE
Glaceon,471,Ice,None,238,205,163,309959.380794876,19.0,1475,FROST_BREATH,AVALANCHE,ICE_BEAM
Gliscor,472,Ground,Flying,185,222,181,481167.6141711926,22.5,1488,FURY_CUTTER,AERIAL_ACE,EARTHQUAKE
Gliscor (Shadow),472,Ground,Flying,185,222,181,481167.6141711926,22.5,1488,FURY_CUTTER,AERIAL_ACE,EARTHQUAKE
Mamoswine,473,Ice,Ground,247,146,242,289224.5336611025,18.0,1491,MUD_SLAP,AVALANCHE,BULLDOZE
Mamoswine (Shadow),473,Ice,Ground,247,146,242,289224.5336611025,18.0,1491,MUD_SLAP,AVALANCHE,BULLDOZE
Porygon-Z,474,Normal,None,264,150,198,259854.5530092541,18.0,1461,LOCK_ON,BLIZZARD,HYPER_BEAM
Porygon-Z (Shadow),474,Normal,None,264,150,198,259854.5530092541,18.0,1461,LOCK_ON,BLIZZARD,HYPER_BEAM
Gallade,475,Psychic,Fighting,237,195,169,329068.7671924671,19.5,1497,CONFUSION,CLOSE_COMBAT,LEAF_BLADE
Gallade (Mega),475,Psychic,Fighting,326,230,169,158274.37382117793,13.0,1491,CONFUSION,CLOSE_COMBAT,LEAF_BLADE
Gallade (Shadow),475,Psychic,Fighting,237,195,169,329068.7671924671,19.5,1497,CONFUSION,CLOSE_COMBAT,LEAF_BLADE
Probopass,476,Rock,Steel,135,275,155,883072.7647456328,30.0,1492,ROCK_THROW,MAGNET_BOMB,ROCK_SLIDE
Probopass (Shadow),476,Rock,Steel,135,275,155,883072.7647456328,30.0,1492,ROCK_THROW,MAGNET_BOMB,ROCK_SLIDE
Dusknoir,477,Ghost,None,180,254,128,551473.0345157365,25.5,1476,ASTONISH,DARK_PULSE,OMINOUS_WIND
Dusknoir (Shadow),477,Ghost,None,180,254,128,551473.0345157365,25.5,1476,ASTONISH,DARK_PULSE,OMINOUS_WIND
Froslass,478,Ice,Ghost,171,150,172,711442.7020146861,31.0,1495,HEX,AVALANCHE,CRUNCH
Froslass (Shadow),478,Ice,Ghost,171,150,172,711442.7020146861,31.0,1495,HEX,AVALANCHE,CRUNCH
Rotom,479,Electric,Ghost,185,159,137,665954.4387088141,31.5,1498,ASTONISH,OMINOUS_WIND,THUNDER
Rotom (Fan),479,Electric,Flying,204,219,137,451397.65762880567,23.5,1481,AIR_SLASH,OMINOUS_WIND,THUNDER
Rotom (Frost),479,Electric,Ice,204,219,137,451397.65762880567,23.5,1481,ASTONISH,BLIZZARD,THUNDER
Rotom (Heat),479,Electric,Fire,204,219,137,451397.65762880567,23.5,1481,ASTONISH,OVERHEAT,THUNDER
Rotom (Mow),479,Electric,Grass,204,219,137,451397.65762880567,23.5,1481,ASTONISH,OMINOUS_WIND,THUNDER
Rotom (Wash),479,Electric,Water,204,219,137,451397.65762880567,23.5,1481,ASTONISH,HYDRO_PUMP,THUNDER
Uxie,480,Psychic,None,156,270,181,598919.6377352821,24.0,1476,CONFUSION,FUTURE_SIGHT,SWIFT
Mesprit,481,Psychic,None,212,212,190,359784.3969320991,19.5,1480,CONFUSION,BLIZZARD,FUTURE_SIGHT
Azelf,482,Psychic,None,270,151,181,265505.25650977704,18.5,1473,CONFUSION,FIRE_BLAST,FUTURE_SIGHT
Dialga,483,Steel,Dragon,275,211,205,206133.45237701124,14.5,1480,DRAGON_BREATH,DRACO_METEOR,IRON_HEAD
Dialga (Origin),483,Steel,Dragon,270,225,205,215813.99796472955,14.5,1500,DRAGON_BREATH,DRACO_METEOR,IRON_HEAD
Dialga (Shadow),483,Steel,Dragon,275,211,205,206133.45237701124,14.5,1480,DRAGON_BREATH,DRACO_METEOR,IRON_HEAD
Palkia,484,Water,Dragon,280,215,189,197168.6043194299,14.5,1460,DRAGON_BREATH,DRACO_METEOR,FIRE_BLAST
Palkia (Origin),484,Water,Dragon,286,223,189,188024.68821140056,14.0,1467,DRAGON_BREATH,DRACO_METEOR,FIRE_BLAST
Palkia (Shadow),484,Water,Dragon,280,215,189,197168.6043194299,14.5,1460,DRAGON_BREATH,DRACO_METEOR,FIRE_BLAST
Heatran,485,Fire,Steel,251,213,209,236498.97560859512,15.5,1464,BUG_BITE,FIRE_BLAST,IRON_HEAD
Heatran (Shadow),485,Fire,Steel,251,213,209,236498.97560859512,15.5,1464,BUG_BITE,FIRE_BLAST,IRON_HEAD
Regigigas,486,Normal,None,287,210,221,186301.78985743597,13.5,1489,HIDDEN_POWER_BUG,GIGA_IMPACT,FOCUS_BLAST
Regigigas (Shadow),486,Normal,None,287,210,221,186301.78985743597,13.5,1489,HIDDEN_POWER_BUG,GIGA_IMPACT,FOCUS_BLAST
Giratina (Altered),487,Ghost,Dragon,187,225,284,363934.66623740667,17.5,1476,DRAGON_BREATH,ANCIENT_POWER,DRAGON_CLAW
Giratina (Origin),487,Ghost,Dragon,225,187,284,278175.23415346106,16.0,1480,DRAGON_TAIL,OMINOUS_WIND,DRAGON_PULSE
Cresselia,488,Psychic,None,152,258,260,536555.6795752645,21.0,1475,CONFUSION,AURORA_BEAM,FUTURE_SIGHT
Cresselia (Shadow),488,Psychic,None,152,258,260,536555.6795752645,21.0,1475,CONFUSION,AURORA_BEAM,FUTURE_SIGHT
Phione,489,Water,None,162,162,190,727578.2336129593,29.5,1496,BUBBLE,BUBBLE_BEAM,SURF
Manaphy,490,Water,None,210,210,225,328844.8630540664,18.0,1466,BUBBLE,BUBBLE_BEAM,PSYCHIC
Darkrai,491,Dark,None,285,198,172,205432.0263970065,15.5,1454,FEINT_ATTACK,DARK_PULSE,FOCUS_BLAST
Shaymin (Land),492,Grass,None,210,210,225,328844.8630540664,18.0,1466,HIDDEN_POWER_BUG,ENERGY_BALL,GRASS_KNOT
Shaymin (Sky),492,Grass,Flying,261,166,225,248875.1935644601,16.5,1485,HIDDEN_POWER_BUG,ENERGY_BALL,GRASS_KNOT
Arceus,493,Normal,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Bug),493,Bug,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Dark),493,Dark,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Dragon),493,Dragon,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Electric),493,Electric,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Fairy),493,Fairy,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Fighting),493,Fighting,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Fire),493,Fire,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Flying),493,Flying,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Ghost),493,Ghost,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Grass),493,Grass,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Ground),493,Ground,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Ice),493,Ice,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Poison),493,Poison,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Psychic),493,Psychic,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Rock),493,Rock,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Steel),493,Steel,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Arceus (Water),493,Water,None,238,238,237,232638.57391301828,14.5,1462,IRON_TAIL,FUTURE_SIGHT,HYPER_BEAM
Victini,494,Psychic,Fire,210,210,225,328844.8630540664,18.0,1466,CONFUSION,OVERHEAT,FOCUS_BLAST
Snivy,495,Grass,None,88,107,128,424309.379163766,50.0,727,TACKLE,ENERGY_BALL,SEED_BOMB
Snivy (Shadow),495,Grass,None,88,107,128,424309.379163766,50.0,727,TACKLE,ENERGY_BALL,SEED_BOMB
Servine,496,Grass,None,122,152,155,1011908.6982247604,50.0,1322,IRON_TAIL,GRASS_KNOT,LEAF_TORNADO
Servine (Shadow),496,Grass,None,122,152,155,1011908.6982247604,50.0,1322,IRON_TAIL,GRASS_KNOT,LEAF_TORNADO
Serperior,497,Grass,None,161,204,181,665013.9398264294,27.0,1490,IRON_TAIL,GRASS_KNOT,LEAF_TORNADO
Serperior (Shadow),497,Grass,None,161,204,181,665013.9398264294,27.0,1490,IRON_TAIL,GRASS_KNOT,LEAF_TORNADO
Tepig,498,Fire,None,115,85,163,560932.4732802771,50.0,955,TACKLE,FLAME_CHARGE,FLAMETHROWER
Tepig (Shadow),498,Fire,None,115,85,163,560932.4732802771,50.0,955,TACKLE,FLAME_CHARGE,FLAMETHROWER
Pignite,499,Fire,Fighting,173,106,207,757774.0958342905,35.5,1497,TACKLE,FLAME_CHARGE,FLAMETHROWER
Pignite (Shadow),499,Fire,Fighting,173,106,207,757774.0958342905,35.5,1497,TACKLE,FLAME_CHARGE,FLAMETHROWER
Emboar,500,Fire,Fighting,235,127,242,328305.60889064294,20.0,1470,LOW_KICK,HEAT_WAVE,ROCK_SLIDE
Emboar (Shadow),500,Fire,Fighting,235,127,242,328305.60889064294,20.0,1470,LOW_KICK,HEAT_WAVE,ROCK_SLIDE
Oshawott,501,Water,None,117,85,146,511168.2319857932,50.0,920,TACKLE,AQUA_TAIL,WATER_PULSE
Oshawott (Shadow),501,Water,None,117,85,146,511168.2319857932,50.0,920,TACKLE,AQUA_TAIL,WATER_PULSE
Dewott,502,Water,None,159,116,181,910499.9270372579,43.0,1494,FURY_CUTTER,AQUA_TAIL,WATER_PULSE
Dewott (Shadow),502,Water,None,159,116,181,910499.9270372579,43.0,1494,FURY_CUTTER,AQUA_TAIL,WATER_PULSE
Samurott,503,Water,None,212,157,216,406007.27123809396,21.5,1497,FURY_CUTTER,HYDRO_PUMP,BLIZZARD
Samurott (Hisuian),503,Water,Dark,218,152,207,387360.1800842072,21.5,1483,FURY_CUTTER,RAZOR_SHELL,ICY_WIND
Samurott (Shadow),503,Water,None,212,157,216,406007.27123809396,21.5,1497,FURY_CUTTER,HYDRO_PUMP,BLIZZARD
Patrat,504,Normal,None,98,73,128,322377.7929627848,50.0,668,TACKLE,DIG,HYPER_FANG
Patrat (Shadow),504,Normal,None,98,73,128,322377.7929627848,50.0,668,TACKLE,DIG,HYPER_FANG
Watchog,505,Normal,None,165,139,155,829550.9119136535,39.0,1491,LOW_KICK,CRUNCH,HYPER_FANG
Watchog (Shadow),505,Normal,None,165,139,155,829550.9119136535,39.0,1491,LOW_KICK,CRUNCH,HYPER_FANG
Lillipup,506,Normal,None,107,86,128,414665.98418277135,50.0,792,TACKLE,THUNDERBOLT,ROCK_TOMB
Herdier,507,Normal,None,145,126,163,1048412.9193688658,50.0,1467,LICK,THUNDERBOLT,PLAY_ROUGH
Stoutland,508,Normal,None,206,182,198,419226.13153929013,21.5,1500,LICK,WILD_CHARGE,PLAY_ROUGH
Purrloin,509,Dark,None,98,73,121,304747.75741013256,50.0,650,SCRATCH,NIGHT_SLASH,PLAY_ROUGH
Purrloin (Shadow),509,Dark,None,98,73,121,304747.75741013256,50.0,650,SCRATCH,NIGHT_SLASH,PLAY_ROUGH
Liepard,510,Dark,None,187,106,162,733167.7202301926,38.5,1497,CHARM,GUNK_SHOT,PLAY_ROUGH
Liepard (Shadow),510,Dark,None,187,106,162,733167.7202301926,38.5,1497,CHARM,GUNK_SHOT,PLAY_ROUGH
Pansage,511,Grass,None,104,94,137,471506.8128937628,50.0,833,SCRATCH,ENERGY_BALL,SEED_BOMB
Simisage,512,Grass,None,206,133,181,495348.7579671733,26.0,1482,BITE,SOLAR_BEAM,GRASS_KNOT
Pansear,513,Fire,None,104,94,137,471506.8128937628,50.0,833,SCRATCH,FLAME_BURST,FLAME_CHARGE
Simisear,514,Fire,None,206,133,181,495348.7579671733,26.0,1482,BITE,FLAMETHROWER,FIRE_BLAST
Panpour,515,Water,None,104,94,137,471506.8128937628,50.0,833,SCRATCH,SURF,WATER_PULSE
Simipour,516,Water,None,206,133,181,495348.7579671733,26.0,1482,BITE,SURF,HYDRO_PUMP
Munna,517,Psychic,None,111,92,183,657912.454983314,50.0,1016,ZEN_HEADBUTT,PSYBEAM,DAZZLING_GLEAM
Musharna,518,Psychic,None,183,166,253,465034.6847443909,22.0,1472,ZEN_HEADBUTT,FUTURE_SIGHT,DAZZLING_GLEAM
Pidove,519,Normal,Flying,98,80,137,378131.48660874594,50.0,724,QUICK_ATTACK,HEAT_WAVE,AERIAL_ACE
Pidove (Shadow),519,Normal,Flying,98,80,137,378131.48660874594,50.0,724,QUICK_ATTACK,HEAT_WAVE,AERIAL_ACE
Tranquill,520,Normal,Flying,144,107,158,857056.7289359024,50.0,1322,AIR_SLASH,HEAT_WAVE,AERIAL_ACE
Tranquill (Shadow),520,Normal,Flying,144,107,158,857056.7289359024,50.0,1322,AIR_SLASH,HEAT_WAVE,AERIAL_ACE
Unfezant,521,Normal,Flying,226,146,190,379332.92776977475,22.0,1477,AIR_SLASH,HEAT_WAVE,HYPER_BEAM
Unfezant (Shadow),521,Normal,Flying,226,146,190,379332.92776977475,22.0,1477,AIR_SLASH,HEAT_WAVE,HYPER_BEAM
Blitzle,522,Electric,None,118,64,128,340312.7051237002,50.0,754,QUICK_ATTACK,FLAME_CHARGE,DISCHARGE
Blitzle (Shadow),522,Electric,None,118,64,128,340312.7051237002,50.0,754,QUICK_ATTACK,FLAME_CHARGE,DISCHARGE
Zebstrika,523,Electric,None,211,136,181,461212.6862963549,25.0,1476,LOW_KICK,FLAME_CHARGE,DISCHARGE
Zebstrika (Shadow),523,Electric,None,211,136,181,461212.6862963549,25.0,1476,LOW_KICK,FLAME_CHARGE,DISCHARGE
Roggenrola,524,Rock,None,121,110,146,684127.6186758077,50.0,1082,TACKLE,BULLDOZE,ROCK_BLAST
Roggenrola (Shadow),524,Rock,None,121,110,146,684127.6186758077,50.0,1082,TACKLE,BULLDOZE,ROCK_BLAST
Boldore,525,Rock,None,174,143,172,707243.2817458361,31.5,1497,MUD_SLAP,ROCK_SLIDE,BULLDOZE
Boldore (Shadow),525,Rock,None,174,143,172,707243.2817458361,31.5,1497,MUD_SLAP,ROCK_SLIDE,BULLDOZE
Gigalith,526,Rock,None,226,201,198,323611.1853556876,18.5,1488,MUD_SLAP,ROCK_SLIDE,SOLAR_BEAM
Gigalith (Shadow),526,Rock,None,226,201,198,323611.1853556876,18.5,1488,MUD_SLAP,ROCK_SLIDE,SOLAR_BEAM
Woobat,527,Psychic,Flying,107,85,163,521911.08383469266,50.0,889,CONFUSION,AIR_CUTTER,AERIAL_ACE
Swoobat,528,Psychic,Flying,161,119,167,922579.4350673903,44.5,1499,CONFUSION,PSYCHIC,AERIAL_ACE
Drilbur,529,Ground,None,154,85,155,714294.9126273788,50.0,1248,SCRATCH,ROCK_TOMB,DIG
Drilbur (Shadow),529,Ground,None,154,85,155,714294.9126273788,50.0,1248,SCRATCH,ROCK_TOMB,DIG
Excadrill,530,Ground,Steel,255,129,242,286417.1995602831,18.5,1487,METAL_CLAW,ROCK_SLIDE,EARTHQUAKE
Excadrill (Shadow),530,Ground,Steel,255,129,242,286417.1995602831,18.5,1487,METAL_CLAW,ROCK_SLIDE,EARTHQUAKE
Audino,531,Normal,None,114,163,230,1326166.1992452857,46.5,1494,POUND,DISARMING_VOICE,DAZZLING_GLEAM
Audino (Mega),531,Normal,Fairy,147,239,230,634811.3565932829,24.0,1476,POUND,DISARMING_VOICE,DAZZLING_GLEAM
Timburr,532,Fighting,None,134,87,181,742863.188617367,50.0,1187,LOW_KICK,LOW_SWEEP,BRICK_BREAK
Timburr (Shadow),532,Fighting,None,134,87,181,742863.188617367,50.0,1187,LOW_KICK,LOW_SWEEP,BRICK_BREAK
Gurdurr,533,Fighting,None,180,134,198,628344.2339654367,28.5,1491,LOW_KICK,LOW_SWEEP,BRICK_BREAK
Gurdurr (Shadow),533,Fighting,None,180,134,198,628344.2339654367,28.5,1491,LOW_KICK,LOW_SWEEP,BRICK_BREAK
Conkeldurr,534,Fighting,None,243,158,233,296475.7907380996,18.0,1497,COUNTER,DYNAMIC_PUNCH,FOCUS_BLAST
Conkeldurr (Shadow),534,Fighting,None,243,158,233,296475.7907380996,18.0,1497,COUNTER,DYNAMIC_PUNCH,FOCUS_BLAST
Tympole,535,Water,None,98,78,137,368678.19944352726,50.0,715,MUD_SHOT,WATER_PULSE,MUD_BOMB
Palpitoad,536,Water,Ground,128,109,181,889039.9045796453,50.0,1269,MUD_SHOT,WATER_PULSE,EARTH_POWER
Seismitoad,537,Water,Ground,188,150,233,484584.45809272514,23.5,1473,MUD_SHOT,MUDDY_WATER,EARTH_POWER
Throh,538,Fighting,None,172,160,260,527698.9490373888,23.5,1471,LOW_KICK,FOCUS_BLAST,LOW_SWEEP
Throh (Shadow),538,Fighting,None,172,160,260,527698.9490373888,23.5,1471,LOW_KICK,FOCUS_BLAST,LOW_SWEEP
Sawk,539,Fighting,None,231,153,181,361265.53586997645,21.5,1474,LOW_KICK,FOCUS_BLAST,LOW_SWEEP
Sawk (Shadow),539,Fighting,None,231,153,181,361265.53586997645,21.5,1474,LOW_KICK,FOCUS_BLAST,LOW_SWEEP
Sewaddle,540,Bug,Grass,96,124,128,536425.1114661715,50.0,853,STRUGGLE_BUG,ENERGY_BALL,SEED_BOMB
Swadloon,541,Bug,Grass,115,162,146,957573.0680638842,50.0,1248,STRUGGLE_BUG,ENERGY_BALL,BUG_BUZZ
Leavanny,542,Bug,Grass,205,165,181,451523.99208482384,23.5,1485,RAZOR_LEAF,LEAF_BLADE,X_SCISSOR
Venipede,543,Bug,Poison,83,99,102,295066.34086598264,50.0,588,BUG_BITE,SIGNAL_BEAM,SLUDGE_BOMB
Venipede (Shadow),543,Bug,Poison,83,99,102,295066.34086598264,50.0,588,BUG_BITE,SIGNAL_BEAM,SLUDGE_BOMB
Whirlipede,544,Bug,Poison,100,173,120,730858.9362056425,50.0,1017,BUG_BITE,SIGNAL_BEAM,SLUDGE_BOMB
Whirlipede (Shadow),544,Bug,Poison,100,173,120,730858.9362056425,50.0,1017,BUG_BITE,SIGNAL_BEAM,SLUDGE_BOMB
Scolipede,545,Bug,Poison,203,175,155,488952.9727332378,25.0,1491,BUG_BITE,MEGAHORN,SLUDGE_BOMB
Scolipede (Shadow),545,Bug,Poison,203,175,155,488952.9727332378,25.0,1491,BUG_BITE,MEGAHORN,SLUDGE_BOMB
Cottonee,546,Grass,Fairy,71,111,120,332942.1546957612,50.0,578,CHARM,ENERGY_BALL,SEED_BOMB
Whimsicott,547,Grass,Fairy,164,176,155,757509.7513655215,32.0,1498,CHARM,GRASS_KNOT,HURRICANE
Petilil,548,Grass,None,119,91,128,487982.8235943524,50.0,906,CHARM,ENERGY_BALL,SEED_BOMB
Lilligant,549,Grass,None,214,155,172,448203.79998122185,24.0,1496,CHARM,PETAL_BLIZZARD,HYPER_BEAM
Lilligant (Hisuian),549,Grass,Fighting,208,159,172,446879.5921911055,24.0,1473,MAGICAL_LEAF,PETAL_BLIZZARD,CLOSE_COMBAT
Basculin,550,Water,None,189,129,172,611893.7672288845,29.5,1482,TACKLE,AQUA_JET,AQUA_TAIL
Sandile,551,Ground,Dark,132,69,137,439288.4668408747,50.0,906,BITE,DIG,CRUNCH
Krokorok,552,Ground,Dark,155,90,155,761223.3790032035,50.0,1292,BITE,EARTHQUAKE,CRUNCH
Krookodile,553,Ground,Dark,229,158,216,329278.46053523885,19.5,1472,SNARL,EARTHQUAKE,CRUNCH
Darumaka,554,Fire,None,153,86,172,796754.5297717443,50.0,1313,TACKLE,FIRE_PUNCH,FLAME_CHARGE
Darumaka (Galarian),554,Ice,None,153,86,172,796754.5297717443,50.0,1313,TACKLE,ICE_PUNCH,ICE_BEAM
Darumaka (Shadow),554,Fire,None,153,86,172,796754.5297717443,50.0,1313,TACKLE,FIRE_PUNCH,FLAME_CHARGE
Darmanitan (Galarian Zen),555,Ice,Fire,323,123,233,177579.01040238733,15.0,1463,TACKLE,OVERHEAT,AVALANCHE
Darmanitan (Galarian),555,Ice,None,263,114,233,294329.3172784189,19.5,1491,TACKLE,OVERHEAT,AVALANCHE
Darmanitan (Standard),555,Fire,None,263,114,233,294329.3172784189,19.5,1491,TACKLE,OVERHEAT,FOCUS_BLAST
Darmanitan (Standard) (Shadow),555,Fire,None,263,114,233,294329.3172784189,19.5,1491,TACKLE,OVERHEAT,FOCUS_BLAST
Darmanitan (Zen),555,Fire,Psychic,243,202,233,242071.2523356336,15.5,1458,TACKLE,OVERHEAT,FOCUS_BLAST
Maractus,556,Grass,None,201,130,181,529071.1925363719,27.0,1485,BULLET_SEED,AERIAL_ACE,PETAL_BLIZZARD
Dwebble,557,Bug,Rock,118,128,137,728481.8844054207,50.0,1103,CUT,ROCK_BLAST,X_SCISSOR
Dwebble (Shadow),557,Bug,Rock,118,128,137,728481.8844054207,50.0,1103,CUT,ROCK_BLAST,X_SCISSOR
Crustle,558,Bug,Rock,188,200,172,508063.397024237,24.0,1493,FURY_CUTTER,ROCK_BLAST,X_SCISSOR
Crustle (Shadow),558,Bug,Rock,188,200,172,508063.397024237,24.0,1493,FURY_CUTTER,ROCK_BLAST,X_SCISSOR
Scraggy,559,Dark,Fighting,132,132,137,840377.9365651517,50.0,1253,ROCK_SMASH,ACID_SPRAY,BRICK_BREAK
Scrafty,560,Dark,Fighting,163,222,163,659818.2352620129,27.0,1494,COUNTER,ACID_SPRAY,POWER_UP_PUNCH
Sigilyph,561,Psychic,Flying,204,167,176,471043.39907975943,24.0,1497,AIR_SLASH,AIR_CUTTER,PSYBEAM
Yamask,562,Ghost,None,95,141,116,547024.6783502174,50.0,857,ASTONISH,SHADOW_BALL,DARK_PULSE
Yamask (Galarian),562,Ground,Ghost,95,141,116,547024.6783502174,50.0,857,ASTONISH,NIGHT_SHADE,ROCK_TOMB
