left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
normal,flying,Steel Wing,Sky Attack,Night Shade,poison,dark,poison,441,140.4,78.4,145,51.6,fighting,none,Force Palm,Upper Hand,Heavy Slam,fairy,water,electric,297,125.6,75.5,186,79.9,0
ground,none,Sand Attack,Rock Tomb,Dig,poison,dark,poison,449,115.3,111.1,152,84.9,bug,none,Water Shuriken,Bug Buzz,Acid Spray,fairy,water,electric,617,143.2,84.3,129,53.4,0
psychic,none,Shadow Claw,Wild Charge,Psyshock,poison,dark,poison,151,120.5,119.4,129,83.1,fairy,none,Charm,Psychic Fangs,Body Slam,fairy,water,electric,927,113.1,156.9,111,85.3,0
grass,none,Vine Whip,Frenzy Plant,Aerial Ace,fairy,water,electric,497,110.2,143.6,128,84.2,rock,none,Mud Slap,Superpower,Meteor Beam,poison,dark,poison,526,127.2,118.4,116,69.1,1
fairy,none,Fairy Wind,Moonblast,Trailblaze,poison,dark,poison,671,120.1,142.1,109,83.4,electric,none,Thunder Shock,Thunder Punch,Return,fairy,water,electric,125,130.9,112.6,115,72.5,0
water,none,Dragon Tail,Surf,Wrap,fairy,water,electric,350,113.2,132.2,132,72.9,water,ice,Ice Shard,Icy Wind,Drill Run,poison,dark,poison,87,102.9,133.8,158,83.8,1
dragon,flying,Dragon Tail,Fly,Outrage,dragon,water,normal,373,142.9,92.6,117,69.9,dragon,psychic,Dragon Breath,Mist Ball,Thunder,poison,dark,poison,380,124.5,137.9,105,64.0,1
dark,normal,Quick Attack,Crunch,Return,dragon,water,normal,20,107.5,130.7,148,78.8,water,none,Water Gun,Water Pulse,Psychic,poison,dark,poison,368,136.9,118.5,101,54.4,1
fighting,none,Poison Jab,Body Slam,Brick Break,poison,dark,poison,539,141.0,99.8,113,63.5,normal,psychic,Confusion,Stomp,Wild Charge,dragon,water,normal,899,127.0,96.8,143,65.4,0
electric,fighting,Thunder Shock,Wild Charge,Thunder Punch,psychic,normal,electric,922,136.1,81.5,142,78.0,rock,grass,Acid,Rock Tomb,Grass Knot,poison,dark,poison,346,106.3,139.0,143,89.7,1
normal,none,Sand Attack,Wild Charge,Crunch,psychic,normal,electric,508,125.8,114.7,124,72.5,dragon,fighting,Dragon Tail,Dragon Claw,Brick Break,poison,dark,poison,783,115.5,134.8,124,85.7,1
flying,dark,Sucker Punch,Fly,Rock Tomb,psychic,normal,electric,962,128.0,115.3,118,80.9,fire,none,Incinerate,Crunch,Flamethrower,poison,dark,poison,909,106.7,93.3,152,64.5,1
grass,none,Charm,Petal Blizzard,Hyper Beam,psychic,normal,electric,549,135.0,105.3,115,59.1,dark,steel,Snarl,Dark Pulse,X-Scissor,poison,dark,poison,625,139.2,111.5,103,68.8,1
normal,none,Charm,Aqua Tail,Thunderbolt,fairy,grass,normal,573,135.5,95.9,127,62.5,water,none,Bubble,Icy Wind,Hydro Pump,poison,dark,poison,394,119.1,116.0,136,70.1,1
dragon,psychic,Dragon Breath,Mist Ball,Thunder,fairy,grass,normal,380,124.5,137.9,105,64.0,psychic,none,Hidden Power (Fighting),Psyshock,Shadow Ball,poison,dark,poison,579,127.6,93.7,147,51.1,1
water,dark,Water Shuriken,Hydro Cannon,Night Slash,fairy,grass,normal,658,139.6,101.6,113,86.3,electric,steel,Thunder Shock,Fell Stinger,Wild Charge,poison,dark,poison,777,132.1,105.6,121,89.8,1
psychic,none,Charge Beam,Psycho Boost,Swift,electric,psychic,normal,386,140.8,131.6,86,47.8,rock,dark,Smack Down,Brutal Swing,Stone Edge,rock,dark,rock,248,130.2,109.4,121,63.9,0
bug,none,Bug Bite,Rock Tomb,Return,bug,rock,normal,204,103.4,115.1,127,61.7,psychic,none,Hidden Power (Fighting),Psyshock,Shadow Ball,fighting,psychic,ghost,579,127.6,93.7,147,51.1,1
grass,dragon,Astonish,Outrage,Seed Bomb,ghost,dragon,grass,842,117.2,100.8,162,67.9,normal,none,Hex,Weather Ball (Rock),Energy Ball,water,water,electric,351,113.4,119.6,146,80.6,0
water,none,Poison Jab,Drill Run,Icy Wind,water,water,electric,119,123.1,105.9,140,75.8,water,fairy,Bubble,Ice Beam,Play Rough,ghost,dragon,grass,184,93.7,134.1,190,88.9,0
fighting,none,Tackle,Body Slam,Crunch,water,ice,fairy,674,123.3,100.2,147,57.9,normal,none,Mud Slap,Stomp,Crunch,poison,ground,ice,115,115.9,112.8,148,77.3,0
fighting,flying,Poison Jab,Flying Press,Aerial Ace,ground,normal,dark,701,128.9,108.8,124,78.9,flying,steel,Sand Attack,Sky Attack,Iron Head,normal,normal,dark,823,107.6,128.1,151,91.6,1
grass,flying,Magical Leaf,Grass Knot,Energy Ball,poison,fighting,flying,492,138.1,93.6,124,55.7,fire,fighting,Ember,Flame Charge,Rock Slide,ground,flying,steel,256,131.0,99.6,131,71.0,1
fighting,psychic,Psycho Cut,Ice Punch,Dynamic Punch,fire,fire,rock,308,106.9,139.5,141,85.6,dragon,flying,Dragon Tail,Breaking Swipe,Dragon Ascent,grass,grass,grass,384,146.5,92.0,113,72.9,0
dragon,ground,Dragon Tail,Crunch,Earthquake,dragon,dragon,flying,718,138.1,119.1,98,64.4,normal,none,Rollout,Payback,Bulldoze,psychic,ice,fighting,775,137.1,110.2,108,57.7,1
rock,ice,Powder Snow,Weather Ball (Ice),Thunderbolt,dragon,dark,ground,698,114.3,104.2,164,80.0,dragon,ghost,Astonish,Shadow Ball,Outrage,rock,dark,ground,886,131.0,92.6,141,68.2,1
rock,none,Counter,Stone Edge,Psychic Fangs,ghost,ghost,dragon,745,134.3,101.0,123,63.6,water,none,Ice Fang,Bubble Beam,Scald,ice,ice,electric,245,107.4,141.9,137,81.1,0
normal,flying,Air Slash,Aerial Ace,Return,fighting,rock,psychic,520,124.0,101.4,143,62.4,bug,flying,Bug Bite,Dynamic Punch,Aerial Ace,ice,water,water,166,101.9,161.2,134,83.2,0
fighting,none,Counter,Superpower,Megahorn,flying,flying,normal,870,128.2,119.8,113,68.4,water,none,Water Gun,Aqua Tail,Aqua Jet,bug,fighting,flying,728,113.4,99.2,127,63.3,0
bug,fighting,Counter,Superpower,Lunge,fighting,fighting,bug,794,129.3,112.7,119,71.0,fighting,water,Double Kick,Aqua Jet,Trailblaze,water,water,water,128,127.8,123.1,111,80.7,0
psychic,flying,Dragon Tail,Fly,Aeroblast,fighting,fighting,bug,249,102.4,165.0,129,74.5,grass,none,Razor Leaf,Body Slam,Energy Ball,fighting,water,grass,388,118.3,116.1,138,67.8,0
water,none,Bubble,Surf,Aerial Ace,grass,normal,grass,657,135.4,99.2,123,67.5,water,none,Bubble,Aqua Jet,Razor Shell,dragon,flying,flying,341,131.1,95.8,117,61.4,1
normal,none,Double Kick,Triple Axel,Focus Blast,fighting,ice,fighting,428,112.1,146.4,121,70.8,water,none,Charm,Aqua Jet,Disarming Voice,fairy,water,fairy,729,124.8,115.4,123,63.5,1
water,none,Water Gun,Ice Punch,Crunch,water,ice,dark,159,118.8,118.8,134,70.8,electric,steel,Thunder Shock,Discharge,Magnet Bomb,electric,electric,steel,82,144.7,112.8,95,79.1,1
water,electric,Water Gun,Surf,Thunderbolt,water,water,electric,171,104.8,104.8,194,85.1,fighting,none,Double Kick,Close Combat,Blaze Kick,fighting,fighting,fire,106,142.5,121.4,91,70.3,1
poison,dragon,Poison Jab,Dragon Claw,Sludge Bomb,poison,dragon,poison,804,149.2,97.2,103,72.6,electric,none,Quick Attack,Thunderbolt,Grass Knot,normal,electric,grass,311,129.2,107.3,125,61.6,0
steel,psychic,Confusion,Doom Desire,Dazzling Gleam,psychic,steel,fairy,385,120.5,119.4,129,74.7,poison,water,Acid,Aqua Tail,Sludge Bomb,poison,water,poison,690,104.2,104.2,127,70.5,1
water,poison,Poison Sting,Wrap,Water Pulse,poison,normal,water,72,94.1,137.8,113,60.2,psychic,none,Psycho Cut,Swift,Play Rough,psychic,normal,fairy,77,134.8,109.4,113,58.7,1
fire,fighting,Ember,Flame Charge,Rock Slide,fire,fire,rock,256,131.0,99.6,131,71.0,ice,none,Powder Snow,Ice Punch,Liquidation,ice,ice,water,614,134.9,94.6,129,69.6,1
fighting,none,Karate Chop,Rage Fist,Close Combat,fighting,ghost,fighting,57,140.2,99.2,115,89.6,fire,none,Karate Chop,Fire Punch,Thunderbolt,fighting,fire,electric,467,141.4,103.4,108,76.3,1
fire,none,Fire Fang,Flame Charge,Scorching Sands,fire,fire,ground,244,128.8,96.2,141,66.9,normal,flying,Wing Attack,Brave Bird,Fly,flying,flying,flying,627,126.3,91.1,153,72.5,0
fighting,flying,Poison Jab,Flying Press,Aerial Ace,poison,fighting,flying,701,128.9,108.8,124,78.9,normal,none,Rollout,Payback,Bulldoze,rock,dark,ground,775,137.1,110.2,108,57.7,1
normal,none,Charm,Wild Charge,Disarming Voice,fairy,electric,fairy,301,112.7,115.2,153,68.1,water,dark,Fury Cutter,Dark Pulse,Icy Wind,bug,dark,ice,503,133.2,95.6,132,80.5,1
bug,steel,Bullet Punch,Night Slash,Trailblaze,steel,dark,grass,212,137.9,110.3,106,87.2,poison,ground,Poison Sting,Earth Power,Poison Fang,poison,ground,poison,31,117.8,116.5,139,84.9,0
bug,flying,Bug Bite,Dynamic Punch,Aerial Ace,bug,fighting,flying,166,101.9,161.2,134,83.2,normal,flying,Wing Attack,Brave Bird,Fly,flying,flying,flying,627,126.3,91.1,153,72.5,0
electric,flying,Thunder Shock,Acrobatics,Discharge,electric,flying,electric,587,127.9,111.4,123,89.3,fire,none,Ember,Body Slam,Flamethrower,fire,normal,fire,58,126.9,90.8,135,69.6,1
grass,none,Rock Smash,Rock Slide,Seed Bomb,fighting,rock,grass,672,116.0,98.3,151,41.0,grass,poison,Acid,Seed Bomb,Sludge Bomb,poison,grass,poison,43,122.7,106.7,120,68.9,0
rock,water,Mud Shot,Aqua Jet,Rock Tomb,ground,water,rock,140,133.6,128.6,97,73.3,grass,dark,Feint Attack,Leaf Blade,Foul Play,dark,grass,dark,274,125.2,78.1,157,65.2,1
water,dark,Waterfall,Crunch,Poison Fang,water,dark,poison,319,166.6,64.8,124,64.7,psychic,none,Confusion,Psyshock,Return,psychic,psychic,normal,96,87.4,126.9,142,55.2,1
rock,none,Mud Slap,Rock Slide,Bulldoze,psychic,psychic,normal,525,123.3,110.7,131,64.2,water,none,Rollout,Hydro Cannon,Skull Bash,water,dark,poison,9,111.5,140.7,127,87.0,0
dark,none,Feint Attack,Foul Play,Play Rough,rock,water,normal,53,123.0,113.2,131,61.7,electric,none,Spark,Wild Charge,Crunch,ground,rock,ground,404,134.1,91.1,137,65.8,1
bug,flying,Bug Bite,Aerial Ace,Ancient Power,rock,water,normal,469,137.3,98.3,121,67.3,normal,none,Yawn,Body Slam,Earthquake,ground,rock,ground,289,139.3,83.6,138,20.2,1
rock,psychic,Psywave,Rock Slide,Moonblast,rock,water,normal,337,119.8,108.8,143,74.8,grass,poison,Vine Whip,Frenzy Plant,Sludge Bomb,ground,rock,ground,3,122.5,121.9,122,82.2,1
rock,bug,Struggle Bug,Aqua Jet,Ancient Power,grass,grass,poison,347,147.0,92.1,113,44.7,ghost,flying,Hex,Icy Wind,Shadow Ball,psychic,rock,fairy,425,110.9,79.8,186,79.4,0
psychic,fire,Quick Attack,V-Create,Psychic,normal,fire,psychic,494,120.5,119.4,129,73.4,water,none,Rollout,Hydro Cannon,Skull Bash,psychic,rock,fairy,9,111.5,140.7,127,87.0,0
water,psychic,Confusion,Aqua Tail,Psychic Fangs,normal,fire,psychic,779,137.3,100.4,118,74.4,normal,none,Fury Cutter,Close Combat,Night Slash,psychic,rock,fairy,335,144.8,87.1,122,78.2,0
normal,none,Shadow Claw,Swift,Close Combat,psychic,water,psychic,217,140.3,89.1,128,82.3,ghost,dark,Sucker Punch,Rock Tomb,Shadow Ball,bug,fighting,dark,442,121.2,146.4,104,85.0,0
dark,fighting,Feint Attack,Upper Hand,Foul Play,dark,rock,ghost,559,120.4,122.1,126,70.4,fighting,none,Double Kick,Close Combat,Blaze Kick,psychic,water,psychic,106,142.5,121.4,91,70.3,1
electric,flying,Thunder Shock,Acrobatics,Discharge,psychic,water,psychic,587,127.9,111.4,123,89.3,psychic,none,Counter,Psycho Boost,Thunderbolt,dark,rock,ghost,386,101.0,221.5,98,75.5,0
poison,dragon,Acid,Aqua Tail,Outrage,electric,flying,electric,691,117.9,139.9,115,88.7,normal,flying,Air Slash,Aerial Ace,Return,fighting,psychic,electric,520,124.0,101.4,143,62.4,0
dragon,ice,Ice Fang,Avalanche,Dragon Claw,electric,flying,electric,996,125.2,84.9,149,72.2,electric,dark,Thunder Shock,Aura Wheel,Psychic Fangs,fighting,psychic,electric,877,141.7,97.8,114,90.1,0
psychic,none,Shadow Claw,Wild Charge,Psyshock,electric,flying,electric,151,120.5,119.4,129,83.1,fighting,none,Karate Chop,Cross Chop,Stone Edge,fighting,psychic,electric,68,136.4,97.2,124,86.3,0
poison,none,Poison Jab,Thunder Punch,Dark Pulse,ghost,electric,psychic,89,117.3,111.3,146,76.2,fairy,none,Zen Headbutt,Disarming Voice,Swift,fighting,fighting,rock,35,102.5,103.4,157,39.5,0
fighting,psychic,Psycho Cut,Ice Punch,Dynamic Punch,fighting,fighting,rock,308,106.9,139.5,141,85.6,rock,ground,Mud Slap,Stone Edge,Dig,electric,rock,rock,75,122.9,127.3,117,67.1,1
steel,psychic,Confusion,Doom Desire,Dazzling Gleam,fighting,fighting,rock,385,120.5,119.4,129,74.7,ground,dark,Mud Slap,Crunch,Earthquake,electric,rock,rock,553,133.9,94.8,132,72.9,1
dragon,none,Dragon Tail,Dragon Claw,Night Slash,psychic,steel,fairy,621,131.4,110.5,117,76.5,ghost,poison,Shadow Claw,Shadow Punch,Ice Punch,ground,dark,ground,93,161.2,85.5,100,80.3,1
water,electric,Water Gun,Surf,Thunderbolt,dragon,dragon,dark,171,104.8,104.8,194,85.1,ground,none,Tackle,Trailblaze,Body Slam,ground,dark,ground,231,102.5,95.0,186,61.5,1
fire,none,Fire Spin,Crunch,Flamethrower,ground,dark,ground,514,136.6,94.5,126,63.6,grass,none,Vine Whip,Leaf Blade,Brick Break,dragon,grass,fighting,673,119.2,95.0,165,82.2,0
normal,none,Sand Attack,Wild Charge,Crunch,fire,dark,fire,508,125.8,114.7,124,72.5,water,none,Water Gun,Aqua Tail,Crunch,grass,grass,fighting,367,131.5,126.3,102,70.7,0
steel,fairy,Fairy Wind,Iron Head,Play Rough,water,water,dark,303,125.9,121.2,117,77.4,bug,poison,Poison Sting,Lunge,Trailblaze,ground,electric,dark,168,124.7,102.0,141,79.9,1
grass,none,Bullet Seed,Weather Ball (Fire),Solar Beam,water,water,dark,421,122.9,115.2,129,66.4,water,none,Mud Shot,Weather Ball (Water),Earthquake,ground,electric,dark,186,114.7,121.7,140,77.6,1
bug,steel,Bullet Punch,Night Slash,Trailblaze,water,water,dark,212,137.9,110.3,106,87.2,water,ice,Ice Shard,Icy Wind,Drill Run,ground,electric,dark,87,102.9,133.8,158,83.8,1
ice,water,Powder Snow,Surf,Body Slam,ice,ice,ground,364,108.6,113.2,167,84.2,electric,none,Thunder Shock,Wild Charge,Shadow Ball,steel,dark,grass,243,130.9,110.1,118,79.4,0
bug,electric,Volt Switch,X-Scissor,Discharge,ice,ice,ground,737,116.1,132.4,126,82.3,water,fighting,Counter,Scald,Icy Wind,steel,dark,grass,62,116.5,119.7,138,79.8,0
electric,none,Thunder Fang,Psychic Fangs,Wild Charge,ice,ice,ground,310,142.5,91.3,120,73.0,fire,none,Ember,Body Slam,Flamethrower,steel,dark,grass,58,126.9,90.8,135,69.6,0
grass,none,Vine Whip,Power Whip,Crunch,fire,normal,fire,455,130.2,101.2,130,67.4,psychic,none,Charge Beam,Psyshock,Dazzling Gleam,ice,ice,ground,518,113.7,108.9,159,58.2,1
bug,fire,Ember,Flame Charge,Bug Buzz,ice,ice,ground,636,131.7,99.2,130,66.7,ghost,none,Hex,Ice Punch,Shadow Punch,fire,normal,fire,356,103.1,198.9,106,92.4,0
ghost,ground,Astonish,Scorching Sands,Shadow Ball,fire,fire,bug,770,116.6,120.4,136,75.6,water,poison,Acid,Scald,Sludge Wave,ghost,ice,ghost,73,110.1,139.9,132,86.0,0
bug,none,Fury Cutter,Close Combat,X-Scissor,ghost,ground,ghost,127,141.3,111.5,101,76.9,normal,none,Sucker Punch,Swift,Trailblaze,poison,water,poison,162,116.1,105.4,158,89.5,0
ground,psychic,Mud Slap,Rock Tomb,Ice Beam,poison,rock,ice,344,102.7,173.3,121,88.4,electric,none,Spark,Crunch,Thunder,ghost,dark,electric,836,136.3,97.5,123,58.4,1
normal,ground,Quick Attack,Fire Punch,Scorching Sands,electric,dark,electric,660,96.3,141.2,171,93.6,dark,normal,Counter,Night Slash,Cross Chop,ground,rock,ice,862,112.6,126.7,138,75.8,0
rock,none,Smack Down,Rock Slide,Flamethrower,normal,fire,ground,409,164.6,66.3,125,56.1,steel,none,Thunder Shock,Thunderbolt,Flash Cannon,fighting,dark,fighting,808,111.8,95.8,121,51.0,0
normal,flying,Steel Wing,Brave Bird,Drill Peck,steel,flying,flying,85,144.4,99.1,108,58.5,grass,flying,Leafage,Brave Bird,Seed Bomb,fighting,dark,fighting,723,112.3,116.8,152,74.1,0
electric,grass,Thunder Shock,Wild Charge,Swift,steel,flying,flying,101,123.3,130.1,113,84.3,normal,none,Tackle,Body Slam,Trailblaze,fighting,dark,fighting,916,110.9,110.3,166,78.7,0
ice,none,Ice Shard,Triple Axel,Night Slash,electric,electric,normal,615,116.5,136.2,121,73.3,electric,none,Spark,Wild Charge,Crunch,normal,normal,grass,404,134.1,91.1,137,65.8,0
dark,flying,Sucker Punch,Fly,Brave Bird,ice,ice,dark,146,115.1,137.5,122,88.6,poison,dark,Poison Jab,Dark Pulse,Acid Spray,electric,electric,dark,89,117.3,111.3,146,74.5,0
ghost,grass,Hex,Shadow Ball,Seed Bomb,ice,ice,dark,711,116.6,147.0,112,80.6,ice,psychic,Powder Snow,Psyshock,Ice Punch,electric,electric,dark,238,141.2,89.1,120,70.2,0
steel,rock,Metal Sound,Rock Tomb,Body Slam,electric,electric,dark,304,114.3,131.1,127,83.5,ground,electric,Thunder Shock,Mud Bomb,Discharge,ice,ice,dark,618,101.8,127.9,169,91.3,1
rock,psychic,Psywave,Rock Slide,Psychic,ice,ice,dark,338,119.8,108.8,143,74.2,fairy,none,Vine Whip,Grass Knot,Draining Kiss,electric,electric,dark,764,116.9,155.4,105,66.5,0
flying,dark,Sucker Punch,Fly,Rock Tomb,electric,electric,dark,962,128.0,115.3,118,80.9,poison,bug,Poison Sting,Aqua Tail,Cross Poison,ice,ice,dark,451,90.8,139.5,113,61.7,1
fighting,flying,Poison Jab,Flying Press,Aerial Ace,electric,electric,dark,701,128.9,108.8,124,78.9,grass,none,Rock Smash,Rock Slide,Seed Bomb,ice,ice,dark,672,116.0,98.3,151,41.0,1
rock,flying,Quick Attack,Ancient Power,Dragon Claw,electric,electric,dark,566,160.1,76.0,115,62.0,grass,dragon,Astonish,Outrage,Seed Bomb,ice,ice,dark,842,117.2,100.8,162,67.9,1
grass,fairy,Astonish,Moonblast,Seed Bomb,ice,ice,dark,756,116.8,132.3,124,73.2,dark,psychic,Psywave,Superpower,Foul Play,electric,electric,dark,687,118.5,117.1,136,88.7,0
fire,normal,Incinerate,Flame Charge,Crunch,electric,electric,dark,667,121.1,106.1,143,79.3,fairy,flying,Fairy Wind,Psyshock,Dazzling Gleam,ice,ice,dark,176,110.6,150.0,122,88.0,1
ghost,none,Psywave,Dark Pulse,Shadow Sneak,electric,electric,dark,200,124.1,119.0,122,73.8,electric,none,Charge Beam,Trailblaze,Discharge,ice,ice,dark,180,121.9,99.8,151,59.2,1
dark,none,Sucker Punch,Crunch,Poison Fang,electric,electric,dark,262,125.9,104.3,134,81.3,psychic,fighting,Psycho Cut,Close Combat,Leaf Blade,ice,ice,dark,475,137.2,114.5,104,81.6,1
dragon,none,Dragon Breath,Dragon Energy,Breaking Swipe,electric,electric,dark,895,121.9,62.7,241,87.6,water,none,Bubble,Scald,Mud Bomb,water,water,ground,61,115.1,114.3,148,73.2,1
normal,flying,Gust,Air Cutter,Brave Bird,electric,electric,dark,18,117.2,113.8,143,79.0,ground,flying,Fury Cutter,Aerial Ace,Dig,water,water,ground,207,108.0,146.2,130,92.3,1
fire,flying,Incinerate,Fly,Brave Bird,electric,electric,dark,663,122.1,114.7,131,85.4,psychic,flying,Air Slash,Aerial Ace,Future Sight,water,water,ground,178,132.9,107.3,118,56.0,1
fighting,none,Karate Chop,Cross Chop,Stone Edge,water,water,ground,68,136.4,97.2,124,86.3,grass,none,Rock Smash,Rock Slide,Seed Bomb,electric,electric,dark,672,116.0,98.3,151,41.0,0
psychic,fairy,Charm,Psyshock,Power Whip,electric,electric,dark,858,144.0,116.5,93,69.9,electric,steel,Volt Switch,Magnet Bomb,Discharge,water,water,ground,81,148.7,113.4,89,75.9,1
electric,none,Thunder Shock,Wild Charge,Trailblaze,water,water,ground,26,133.6,110.6,113,85.7,water,psychic,Psywave,Surf,Power Gem,electric,electric,dark,121,132.2,121.8,104,79.7,0
ghost,dragon,Shadow Claw,Ominous Wind,Shadow Ball,water,water,ground,487,119.5,103.5,152,81.7,rock,ground,Rock Throw,Breaking Swipe,Stone Edge,electric,electric,dark,95,84.0,207.6,105,64.8,0
grass,dark,Sucker Punch,Trailblaze,Dynamic Punch,water,water,ground,332,148.9,83.5,121,72.9,fire,dragon,Incinerate,Dragon Pulse,Overheat,electric,electric,dark,776,114.2,153.0,112,78.9,0
grass,ghost,Astonish,Frenzy Plant,Spirit Shackle,water,water,ground,724,127.8,115.3,118,80.4,dark,steel,Metal Sound,Foul Play,Iron Head,electric,electric,dark,983,126.8,112.8,123,80.3,0
bug,grass,Shadow Claw,Leaf Blade,X-Scissor,electric,electric,dark,542,131.0,109.0,120,80.5,steel,none,Thunder Shock,Thunderbolt,Flash Cannon,water,water,ground,808,111.8,95.8,121,51.0,1
psychic,grass,Magical Leaf,Seed Bomb,Leaf Storm,water,water,ground,251,120.5,119.4,129,61.7,normal,flying,Air Slash,Aerial Ace,Return,electric,electric,dark,520,124.0,101.4,143,62.4,0
grass,none,Magical Leaf,Ancient Power,Energy Ball,electric,electric,dark,153,105.6,141.6,141,72.3,ground,ghost,Shadow Claw,Rock Tomb,Shadow Ball,water,water,ground,867,112.2,168.3,106,89.2,1
rock,dark,Smack Down,Brutal Swing,Stone Edge,water,water,ground,248,130.2,109.4,121,63.9,fighting,none,Double Kick,Close Combat,Trailblaze,electric,electric,dark,128,127.8,123.1,111,76.1,0
fire,ghost,Incinerate,Shadow Ball,Flame Charge,electric,electric,dark,937,136.9,114.0,105,71.5,fighting,poison,Shadow Claw,Close Combat,Aerial Ace,water,water,ground,903,146.0,95.3,110,78.5,1
ground,steel,Mud Shot,Rock Slide,Earthquake,ground,rock,ground,618,101.8,127.9,169,85.3,grass,ice,Powder Snow,Icy Wind,Energy Ball,electric,electric,dark,460,117.9,111.4,143,80.7,0
grass,none,Vine Whip,Body Slam,Energy Ball,electric,electric,dark,651,115.4,130.0,129,74.1,ground,rock,Mud Slap,Bulldoze,Stomp,ground,rock,ground,111,113.4,110.2,158,72.8,1
water,none,Lock On,Octazooka,Gunk Shot,electric,electric,dark,224,132.9,103.2,123,56.0,ground,none,Sand Attack,Rock Tomb,Dig,ground,rock,ground,27,118.5,113.4,127,75.3,1
ghost,ground,Astonish,Scorching Sands,Shadow Ball,ground,rock,ground,769,113.4,111.8,135,69.4,water,rock,Water Gun,Liquidation,Ancient Power,electric,electric,dark,565,121.8,127.9,118,63.2,0
water,ice,Ice Shard,Icy Wind,Drill Run,ground,rock,ground,87,102.9,133.8,158,83.8,fighting,none,Poison Jab,Body Slam,Brick Break,electric,electric,dark,539,141.0,99.8,113,63.5,0
psychic,none,Astonish,Psyshock,Shadow Ball,electric,electric,dark,358,120.2,120.2,129,74.1,water,flying,Wing Attack,Aerial Ace,Ice Beam,ground,rock,ground,226,106.2,163.1,122,81.1,1
ground,steel,Mud Slap,Mud Bomb,Iron Head,electric,electric,dark,51,148.9,111.5,90,79.1,water,none,Water Gun,Aqua Jet,Swift,ground,rock,ground,419,143.8,81.1,133,69.3,1
ground,none,Mud Slap,Drill Run,Rock Tomb,ground,rock,ground,529,139.5,81.9,141,74.9,normal,flying,Wing Attack,Sky Attack,Night Shade,electric,electric,dark,164,105.3,120.2,167,76.8,0
rock,none,Smack Down,Stone Edge,Rock Blast,ground,rock,ground,524,114.3,105.0,135,55.0,dark,poison,Poison Sting,Aqua Tail,Shadow Ball,electric,electric,dark,211,129.5,111.3,120,82.3,0
water,none,Fury Cutter,Hydro Cannon,Megahorn,ground,rock,ground,503,129.0,102.2,132,92.3,normal,psychic,Confusion,Brutal Swing,Trailblaze,electric,electric,dark,765,110.9,131.2,139,81.1,0
grass,dark,Feint Attack,Leaf Blade,Foul Play,ground,rock,ground,274,125.2,78.1,157,65.2,rock,bug,Struggle Bug,Aqua Jet,Ancient Power,electric,electric,dark,347,147.0,92.1,113,44.7,0
ground,none,Sand Attack,Weather Ball (Rock),Scorching Sands,electric,electric,dark,450,116.2,116.8,141,84.2,bug,fighting,Counter,Upper Hand,Megahorn,dark,grass,dark,214,134.7,107.9,114,67.6,1
bug,flying,Fury Cutter,X-Scissor,Power Gem,electric,electric,dark,416,109.1,143.3,131,86.5,ghost,none,Shadow Claw,Shadow Ball,Dark Pulse,dark,grass,dark,563,112.2,168.3,106,81.4,1
ground,none,Sand Attack,Weather Ball (Rock),Scorching Sands,electric,electric,dark,450,116.2,116.8,141,84.2,normal,none,Quick Attack,Discharge,Hyper Beam,dark,grass,dark,137,120.8,114.7,134,67.1,1
