pokemon_winner,pokemon_loser,left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
Aromatisse,Seel,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,18,0,139,13,137,18,18,12,86,84.0,114.3,149,63.9,1
Espeon,Spinda,15,0,15,201,230,15,15,9,196,147.6,104.1,98,63.1,13,0,129,218,137,2,16,12,327,110.1,110.1,142,81.7,0
Samurott (Hisuian),Axew,18,2,36,55,137,1,2,12,503,133.2,95.6,132,80.5,3,0,117,71,13,13,3,18,610,139.5,95.2,121,50.9,1
Darumaka,Brionne,7,0,30,92,95,7,7,7,554,132.0,83.5,154,71.2,18,0,14,11,61,5,18,5,729,124.8,115.4,123,63.5,1
Bombirdier,Haxorus,8,2,129,101,218,2,8,16,962,128.0,115.3,118,80.9,3,0,23,32,260,3,3,18,612,151.1,95.7,102,73.8,0
Croconaw,Whiscash,18,0,139,133,52,18,12,2,159,118.8,118.8,134,70.8,18,11,93,166,224,11,11,18,340,107.6,107.6,178,86.4,0
Tauros (Blaze),Nidoking,6,7,20,95,276,6,7,10,128,127.8,123.1,111,72.9,14,11,36,223,82,1,11,11,34,130.1,104.1,127,71.7,0
Scraggy,Salazzle,2,6,29,282,104,2,6,2,559,120.4,122.1,126,70.4,14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,0
Corviknight,Growlithe,8,17,116,242,139,11,8,17,823,107.6,128.1,151,91.6,7,0,25,26,97,7,13,7,58,126.9,90.8,135,69.6,0
Dewgong,Snover,18,12,75,137,79,12,12,11,87,102.9,133.8,158,83.8,10,12,102,131,86,12,12,10,459,109.2,100.8,142,58.5,1
Conkeldurr,Vanilluxe,6,0,16,81,38,6,6,2,534,134.6,93.3,132,73.6,12,0,4,19,99,9,12,17,584,131.5,116.8,110,62.7,1
Spoink,Starmie,15,0,147,230,213,15,9,13,325,117.6,115.1,140,40.1,18,15,105,260,191,15,18,16,121,132.2,121.8,104,79.7,0
Cinderace,Espeon,7,0,31,97,95,7,7,7,815,139.0,102.3,113,63.6,15,0,15,201,230,15,15,9,196,147.6,104.1,98,63.1,1
Quilladin,Victini,10,0,136,26,86,10,13,10,651,115.4,130.0,129,74.1,15,7,106,283,200,13,7,15,494,120.5,119.4,129,73.4,0
Lycanroc (Midnight),Zoroark,16,0,16,253,201,6,16,15,745,134.3,101.0,123,63.6,2,0,119,104,245,9,2,14,571,157.9,86.9,103,67.0,1
Escavalier,Staraptor,1,17,8,79,211,1,11,18,589,133.9,116.8,107,77.1,13,8,106,101,47,13,8,6,398,140.4,90.8,124,75.4,1
Skuntank,Registeel,14,2,97,52,276,14,2,10,435,121.7,95.2,157,80.2,17,0,86,103,297,13,6,4,379,95.5,189.6,130,86.3,0
Roggenrola,Salazzle,16,0,121,253,215,16,16,16,524,114.3,105.0,135,55.0,14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,1
Probopass,Archen,16,17,124,216,297,4,16,4,476,96.8,200.0,119,73.5,16,8,106,9,71,13,16,3,566,160.1,76.0,115,62.0,1
Throh,Corsola (Galarian),6,0,87,26,34,6,13,6,538,110.3,107.8,170,52.4,9,0,4,171,191,9,9,16,222,99.6,162.1,139,92.3,0
Overqwil,Rufflet,2,14,97,13,230,14,18,9,904,131.6,106.6,121,80.7,13,8,143,31,101,8,8,8,627,126.3,91.1,153,72.5,0
Vanilluxe,Magnezone,12,0,4,19,99,9,12,17,584,131.5,116.8,110,62.7,4,17,137,293,161,4,4,17,462,134.9,120.1,102,83.4,0
Nidoqueen,Vanillish,14,11,99,82,188,14,11,14,31,117.8,116.5,139,84.9,12,0,4,137,238,9,12,1,583,124.1,119.3,122,69.9,1
Celebi,Tentacruel,15,10,89,227,144,10,10,10,251,120.5,119.4,129,61.7,18,14,1,224,246,14,18,14,73,110.1,139.9,132,86.0,1
Thundurus (Incarnate),Emolga,4,8,134,270,52,4,4,2,642,147.6,97.1,106,75.8,4,8,134,2,62,4,8,4,587,127.9,111.4,123,89.3,1
Hydreigon,Pelipper,2,3,21,38,99,3,2,17,635,136.6,103.5,116,79.9,18,8,143,292,123,8,18,8,279,123.3,128.7,114,79.3,1
Pawniard,Kommo-o,2,17,36,172,296,1,2,1,624,132.0,107.8,118,80.5,3,6,23,45,71,3,3,3,784,123.7,138.4,105,83.0,0
Hydreigon,Toxtricity,2,3,21,38,99,3,2,17,635,136.6,103.5,116,79.9,4,14,1,293,194,14,4,6,849,140.8,94.3,119,83.5,1
Nidorina,Pignite,14,0,99,188,273,14,14,4,30,110.9,113.4,157,81.1,7,6,25,218,95,7,16,7,499,128.4,84.2,161,71.8,0
Machoke,Cherrim (Sunshine),6,0,81,49,213,6,6,13,67,127.7,97.2,141,81.8,10,0,11,287,248,10,7,10,421,122.9,115.2,129,66.4,1
Armaldo,Kingambit,16,1,36,215,146,1,16,18,348,133.3,110.9,113,76.8,2,17,92,104,139,17,2,17,983,126.8,112.8,123,80.3,0
Quaquaval,Feraligatr,18,6,143,47,11,8,6,18,914,137.9,97.1,121,72.4,18,0,119,125,131,9,18,12,160,123.3,118.0,124,91.8,1
Tentacruel,Diggersby,18,14,1,224,246,14,18,14,73,110.1,139.9,132,86.0,13,11,106,92,226,13,7,11,660,96.3,141.2,171,93.6,0
Volcanion,Thundurus (Incarnate),7,18,77,245,182,7,14,7,721,135.6,117.4,103,70.2,4,8,134,270,52,4,4,2,642,147.6,97.1,106,75.8,0
Gallade,Greninja,15,6,104,47,143,15,6,10,475,137.2,114.5,104,81.6,18,2,141,125,172,18,18,2,658,139.6,101.6,113,86.3,0
Boldore,Drowzee,16,0,95,216,43,11,16,11,525,123.3,110.7,131,64.2,15,0,15,205,213,15,15,13,96,87.4,126.9,142,55.2,0
Mr. Mime,Cofagrigus,15,5,105,230,200,15,9,15,122,132.2,145.7,88,66.6,9,0,119,230,55,9,9,2,563,112.2,168.3,106,81.4,1
Teddiursa,Bibarel,13,0,84,262,49,9,13,6,216,130.2,90.8,142,65.0,13,18,114,260,130,16,18,13,400,124.2,97.7,149,77.1,0
Sandshrew (Alolan),Wigglytuff,12,17,102,172,24,12,2,12,27,117.6,121.0,127,75.8,13,5,14,137,262,5,12,13,40,115.8,75.5,220,85.7,0
Arctibax,Gholdengo,3,12,21,19,71,3,12,3,997,123.1,97.7,151,82.5,17,9,40,230,191,9,9,16,1000,135.7,106.2,114,75.0,1
Gyarados,Grovyle,18,8,21,13,52,3,18,2,130,130.8,108.0,121,79.7,10,0,106,143,4,13,10,8,253,137.4,101.7,117,73.4,1
Ninetales (Alolan),Fraxure,12,5,102,289,58,12,12,5,38,115.1,133.6,126,84.5,3,0,23,71,13,3,3,18,611,145.5,89.3,119,75.8,1
Pancham,Metang,6,0,130,26,52,13,13,2,674,123.3,100.2,147,57.9,17,15,36,205,213,1,15,13,375,108.9,145.5,129,88.3,1
Lycanroc (Dusk),Urshifu (Rapid Strike),16,0,129,253,276,2,16,10,745,145.2,92.5,115,63.9,6,18,16,11,81,6,18,6,892,136.6,97.8,121,69.9,0
Samurott (Hisuian),Mienshao,18,2,36,55,137,1,2,12,503,133.2,95.6,132,80.5,6,0,32,34,38,6,6,2,620,156.5,84.8,106,75.8,1
Linoone,Ferrothorn,13,0,119,262,111,9,13,10,264,114.6,112.2,152,86.0,10,17,11,192,267,10,10,4,598,107.3,155.1,125,81.0,0
Maushold,Flapple,13,0,93,262,52,11,13,2,925,117.3,123.7,132,71.7,10,3,21,101,227,3,8,10,841,138.8,100.8,115,66.1,0
Quagsire,Dusknoir,18,11,93,13,253,11,18,16,195,111.3,112.0,161,88.9,9,0,4,81,235,9,6,9,477,119.8,172.9,90,91.1,1
Weepinbell,Spinda,10,14,1,192,245,14,10,14,70,137.8,84.3,139,69.0,13,0,129,218,137,2,16,12,327,110.1,110.1,142,81.7,1
Centiskorch,Klefki,7,1,25,148,52,7,1,2,851,129.3,98.3,136,76.8,17,5,4,104,187,9,2,5,707,119.0,134.2,118,83.7,0
Turtonator,Greedent,7,3,77,74,182,7,3,7,776,114.2,153.0,112,78.9,13,0,93,26,276,11,13,10,820,107.5,110.7,175,80.6,1
Tauros (Combat),Clodsire,6,0,20,47,276,6,6,10,128,127.8,123.1,111,76.1,14,11,99,84,253,14,11,16,980,94.2,119.4,209,92.1,1
Salazzle,Runerigus,14,7,77,188,74,7,14,3,758,146.6,90.9,114,81.9,11,9,119,218,230,9,16,9,867,112.2,168.3,106,89.2,1
Vanillish,Rhyperior,12,0,4,137,238,9,12,1,583,124.1,119.3,122,69.9,11,16,95,32,220,11,3,16,464,126.8,105.5,132,77.9,0
Frillish,Crustle,18,9,40,171,131,9,9,12,592,109.2,125.2,135,78.8,1,16,36,296,216,1,1,16,558,120.9,134.1,114,81.9,0
Cursola,Ninetales (Alolan),9,0,4,171,191,9,9,16,864,146.2,111.1,94,65.8,12,5,102,289,58,12,12,5,38,115.1,133.6,126,84.5,1
Combusken,Regieleki,7,6,25,95,216,7,7,16,256,131.0,99.6,131,71.0,4,0,137,268,128,4,4,13,894,152.3,82.4,117,70.1,0
Croconaw,Baxcalibur,18,0,139,133,52,18,12,2,159,118.8,118.8,134,70.8,3,12,74,19,71,12,12,3,998,136.2,96.2,125,74.5,0
Chansey,Blastoise,13,0,147,58,200,15,5,15,113,63.0,120.2,421,74.0,18,0,114,125,241,16,18,13,9,111.5,140.7,127,87.0,0
Overqwil,Nidorina,2,14,97,13,230,14,18,9,904,131.6,106.6,121,80.7,14,0,99,188,273,14,14,4,30,110.9,113.4,157,81.1,1
Elekid,Bellibolt,4,0,134,270,34,4,4,6,239,126.0,97.5,120,69.1,4,0,129,297,183,2,4,4,939,115.1,107.7,156,88.7,0
Herdier,Tornadus (Incarnate),13,0,116,60,273,11,11,4,507,119.7,110.9,141,69.0,8,0,3,111,123,8,10,8,641,147.6,97.1,106,48.6,1
Heliolisk,Axew,4,13,137,32,183,4,3,4,695,137.1,112.0,105,76.4,3,0,117,71,13,13,3,18,610,139.5,95.2,121,50.9,1
Raticate (Alolan),Mienfoo,2,13,106,52,213,13,2,13,20,107.5,130.7,148,78.8,6,0,87,120,34,6,6,6,619,143.6,93.8,116,36.3,1
Torkoal,Turtwig,7,0,25,182,84,7,7,11,324,107.6,151.3,127,73.6,10,0,130,26,227,13,13,10,387,112.6,105.0,135,52.3,1
Passimian,Swadloon,6,0,16,38,34,6,2,6,766,129.9,100.5,132,76.3,1,10,8,86,240,1,10,1,541,106.7,147.9,133,72.1,0
Marshtomp,Sneasel,18,11,93,166,260,11,11,18,259,120.3,108.9,142,82.1,2,12,75,19,104,12,12,2,215,135.5,110.7,110,66.6,1
Aromatisse,Mr. Rime,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,12,15,15,137,200,15,12,15,866,129.0,114.1,118,60.4,0
Qwilfish (Hisuian),Rhyhorn,2,14,99,13,230,14,18,9,211,129.5,111.3,120,82.3,11,16,95,43,251,11,11,13,111,113.4,110.2,158,72.8,0
Servine,Metang,10,0,136,111,295,10,10,13,496,107.2,137.4,142,79.4,17,15,36,205,213,1,15,13,375,108.9,145.5,129,88.3,1
Archeops,Tyrunt,16,8,143,9,71,8,16,3,567,160.6,81.4,106,64.3,16,3,23,71,9,3,3,16,696,127.6,106.3,129,75.9,0
Arboliva,Tangela,10,13,89,82,276,10,11,10,930,129.9,115.5,115,67.1,10,0,136,111,245,10,10,14,114,125.0,121.7,117,65.6,0
Typhlosion,Zangoose,7,0,77,21,270,7,7,4,157,132.2,108.3,117,80.6,13,0,36,47,172,1,6,2,335,144.8,87.1,122,78.2,0
Togetic,Stantler,5,8,28,205,58,5,15,5,176,110.6,150.0,122,88.0,13,0,130,293,251,13,4,13,234,132.8,98.1,129,61.1,0
Hakamo-o,Jynx,3,6,23,71,34,3,3,6,783,115.5,134.8,124,85.7,12,15,15,19,205,15,12,15,124,142.2,101.5,109,53.5,1
Stakataka,Granbull,16,17,112,253,43,16,16,11,805,119.4,169.8,92,68.3,5,0,14,47,52,5,6,2,210,135.3,87.7,139,74.0,1
Turtwig,Minun,10,0,130,26,227,13,13,10,387,112.6,105.0,135,52.3,4,0,106,273,111,13,4,10,312,116.8,126.8,129,68.7,1
Dwebble,Golem,1,16,121,218,296,16,16,1,557,111.8,120.2,127,61.2,16,11,95,253,215,11,16,16,76,125.2,121.7,117,74.4,0
Raticate,Golem,13,0,106,130,60,13,13,11,20,125.9,115.3,122,63.2,16,11,95,253,215,11,16,16,76,125.2,121.7,117,74.4,1
Rhyhorn,Frillish,11,16,95,43,251,11,11,13,111,113.4,110.2,158,72.8,18,9,40,171,131,9,9,12,592,109.2,125.2,135,78.8,1
Hakamo-o,Yanmega,3,6,23,71,34,3,3,6,783,115.5,134.8,124,85.7,1,8,8,4,9,1,8,16,469,137.3,98.3,121,67.3,0
Geodude (Alolan),Blissey,16,4,137,218,216,4,16,16,74,123.5,123.5,113,69.2,13,0,147,293,58,15,4,5,242,81.4,110.2,307,66.3,1
Illumise,Sirfetch'd,1,0,130,240,58,13,1,5,314,111.1,136.8,132,58.5,6,0,36,143,47,1,10,6,865,145.9,107.4,98,83.1,0
Lugia,Onix,15,8,23,101,5,3,8,8,249,102.4,165.0,129,74.5,16,11,112,32,253,16,3,16,95,84.0,207.6,105,64.8,0
Meowscarada,Luxio,10,2,83,172,105,10,2,10,908,141.6,95.0,118,72.1,4,0,124,293,52,4,4,2,404,134.1,91.1,137,65.8,0
Clodsire,Pinsir,14,11,99,84,253,14,11,16,980,94.2,119.4,209,92.1,1,0,36,47,296,1,6,1,127,141.3,111.5,101,76.9,0
Whiscash,Marowak,18,11,93,166,224,11,11,18,340,107.6,107.6,178,86.4,11,0,95,28,216,11,11,16,105,110.8,145.0,126,89.5,0
Ariados,Gigalith,1,14,99,148,276,14,1,10,168,124.7,102.0,141,79.9,16,0,95,258,156,11,6,16,526,127.2,118.4,116,69.1,1
Pinsir,Forretress,1,0,36,47,296,1,6,1,127,141.3,111.5,101,76.9,1,17,8,223,218,1,11,16,205,110.2,141.6,130,93.6,1
Weezing (Galarian),Gothorita,14,5,28,244,38,5,14,2,110,118.4,138.9,115,87.7,15,0,15,109,200,15,15,15,575,112.5,130.8,135,60.3,1
Castform (Sunny),Brionne,7,0,25,287,248,7,7,10,351,113.4,119.6,146,82.5,18,0,14,11,61,5,18,5,729,124.8,115.4,123,63.5,1
Sneasler,Wormadam (Trash),6,14,119,47,4,9,6,8,903,146.0,95.3,110,78.5,1,17,8,41,139,1,1,17,413,105.2,150.9,134,85.2,1
Golbat,Eelektross,14,8,143,188,230,8,14,9,42,118.7,113.7,140,75.5,4,0,137,71,273,4,3,4,604,134.4,98.0,127,70.6,1
Corphish,Tentacool,18,0,7,11,211,18,18,18,341,131.1,95.8,117,61.4,18,14,99,295,285,14,13,18,72,94.1,137.8,113,60.2,0
Carracosta,Bronzong,18,16,139,146,9,18,18,16,565,121.8,127.9,118,63.2,17,15,92,205,184,17,15,2,437,111.3,151.8,119,86.7,0
Dragonair,Jolteon,3,0,21,13,295,3,18,13,148,126.0,111.0,127,83.5,4,0,134,62,141,4,4,13,135,138.6,113.0,103,68.8,1
Mawile,Landorus (Incarnate),17,5,28,139,187,5,17,5,303,125.9,121.2,117,77.4,11,8,93,82,216,11,11,16,645,139.9,100.5,114,70.2,1
Carbink,Umbreon,16,5,112,191,164,16,16,5,703,84.9,247.9,126,90.3,2,0,123,55,141,2,2,13,197,90.2,177.0,155,82.0,0
Corviknight,Clodsire,8,17,116,242,139,11,8,17,823,107.6,128.1,151,91.6,14,11,99,84,253,14,11,16,980,94.2,119.4,209,92.1,1
Litleo,Lugia,7,13,77,95,52,7,7,2,667,121.1,106.1,143,79.3,15,8,23,101,5,3,8,8,249,102.4,165.0,129,74.5,1
Milotic,Stonjourner,18,0,23,260,295,3,18,13,350,113.2,132.2,132,72.9,16,0,112,253,216,16,16,16,874,125.6,108.0,131,63.1,1
Zweilous,Dedenne,2,3,21,55,26,3,2,13,634,121.0,109.2,140,82.6,4,5,134,183,187,4,4,5,702,124.2,108.7,133,90.3,0
Drapion,Pancham,14,2,99,52,13,14,2,18,452,118.5,136.5,117,85.8,6,0,130,26,52,13,13,2,674,123.3,100.2,147,57.9,0
Misdreavus,Conkeldurr,9,0,105,55,237,15,2,9,200,124.1,119.0,122,73.8,6,0,16,81,38,6,6,2,534,134.6,93.3,132,73.6,0
Marowak (Alolan),Accelgor,7,9,31,28,232,7,11,9,105,110.8,145.0,126,87.3,1,0,141,41,1,18,1,14,617,143.2,84.3,129,53.4,0
Dachsbun,Zoroark,5,0,14,201,26,5,15,13,927,113.1,156.9,111,85.3,2,0,119,104,245,9,2,14,571,157.9,86.9,103,67.0,1
Komala,Braixen,13,0,114,184,43,16,2,11,775,137.1,110.2,108,57.7,7,0,25,205,95,7,15,7,654,130.4,106.7,123,75.0,0
Torterra,Chatot,10,11,108,105,253,10,10,16,389,120.5,117.6,131,66.8,13,8,126,242,171,17,8,9,441,140.4,78.4,145,51.6,0
Stunfisk,Garbodor,11,4,134,166,62,4,11,4,618,101.8,127.9,169,91.3,14,0,79,26,227,1,13,10,569,121.7,114.6,132,57.1,0
Eldegoss,Lycanroc (Midday),10,0,11,111,86,10,10,10,830,109.1,159.7,118,66.7,16,0,129,253,79,2,16,11,745,144.6,92.0,117,63.5,1
Sealeo,Golem (Alolan),12,18,102,260,26,12,18,13,364,108.6,113.2,167,84.2,16,4,114,293,215,16,4,16,76,125.2,121.7,117,76.8,1
Carracosta,Sealeo,18,16,139,146,9,18,18,16,565,121.8,127.9,118,63.2,12,18,102,260,26,12,18,13,364,108.6,113.2,167,84.2,1
Eevee,Quilava,13,0,106,262,60,13,13,11,133,100.0,108.4,135,59.4,7,0,25,95,60,7,7,11,156,127.1,109.1,127,67.7,1
Latias,Kingambit,3,15,21,162,267,3,15,4,380,124.5,137.9,105,64.0,2,17,92,104,139,17,2,17,983,126.8,112.8,123,80.3,1
Flaaffy,Ferroseed,4,0,13,276,62,4,10,4,180,121.9,99.8,151,59.2,10,17,91,139,213,17,17,13,597,81.5,142.9,119,50.7,1
Aromatisse,Kartana,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,10,17,108,143,172,10,10,2,798,170.7,98.8,78,68.2,0
Heatmor,Armarouge,7,0,31,270,97,7,4,7,631,133.3,91.6,136,69.5,7,15,77,205,95,7,15,7,936,133.6,110.6,114,85.9,0
Mr. Mime,Pelipper,15,5,105,230,200,15,9,15,122,132.2,145.7,88,66.6,18,8,143,292,123,8,18,8,279,123.3,128.7,114,79.3,1
Poipole,Ribombee,14,0,97,245,89,14,14,1,803,119.7,113.6,137,68.1,1,5,28,58,41,5,5,1,743,136.9,106.6,112,63.2,0
Furfrou,Corphish,13,0,129,260,111,2,18,10,676,116.6,122.9,134,78.9,18,0,7,11,211,18,18,18,341,131.1,95.8,117,61.4,0
Aromatisse,Victreebel,5,0,14,164,273,5,5,4,683,116.5,108.0,153,77.8,10,14,1,143,245,14,10,14,71,135.8,94.8,128,86.7,0
Exeggutor (Alolan),Ribombee,10,3,23,227,67,3,10,3,103,134.4,94.2,131,63.6,1,5,28,58,41,5,5,1,743,136.9,106.6,112,63.2,0
Rapidash,Omanyte,7,0,77,95,293,7,7,4,78,134.7,110.9,111,77.9,16,18,93,218,215,11,16,16,138,129.2,131.7,102,68.8,0
Stunfisk (Galarian),Chandelure,11,17,93,216,84,11,16,11,618,101.8,127.9,169,85.3,9,7,77,95,230,7,7,9,609,151.4,106.9,91,67.4,0
Geodude,Servine,16,11,112,218,216,16,16,16,74,123.5,123.5,113,66.0,10,0,136,111,295,10,10,13,496,107.2,137.4,142,79.4,0
Raticate,Gigalith,13,0,106,130,60,13,13,11,20,125.9,115.3,122,63.2,16,0,95,258,156,11,6,16,526,127.2,118.4,116,69.1,1
Slowpoke (Galarian),Tornadus (Incarnate),15,0,15,205,260,15,15,18,79,104.2,95.0,186,65.5,8,0,3,111,123,8,10,8,641,147.6,97.1,106,48.6,0
Espeon,Appletun,15,0,15,201,230,15,15,9,196,147.6,104.1,98,63.1,10,3,4,180,227,9,3,10,842,117.2,100.8,162,67.9,1
Incineroar,Blastoise,7,2,123,57,21,2,2,7,727,125.8,106.9,132,74.8,18,0,114,125,241,16,18,13,9,111.5,140.7,127,87.0,0
Rotom (Heat),Zapdos (Galarian),4,7,134,182,273,4,7,4,479,129.2,143.2,93,67.5,6,8,16,101,31,6,8,8,145,135.2,106.2,115,69.6,1
Gloom,Pumpkaboo (Average),10,14,1,245,164,14,14,5,44,122.6,114.9,130,70.7,9,10,4,111,104,9,10,2,710,114.3,116.0,126,76.4,1
Huntail,Tornadus (Incarnate),18,0,139,13,52,18,18,2,367,131.5,126.3,102,70.7,8,0,3,111,123,8,10,8,641,147.6,97.1,106,48.6,1
Dewott,Seviper,18,0,36,13,296,1,18,1,502,123.8,99.4,147,86.1,14,0,97,188,295,14,14,13,336,138.8,89.5,130,71.2,1
Sirfetch'd,Teddiursa,6,0,36,143,47,1,10,6,865,145.9,107.4,98,83.1,13,0,84,262,49,9,13,6,216,130.2,90.8,142,65.0,1
Skiddo,Seel,10,0,110,216,227,6,16,10,672,116.0,98.3,151,41.0,18,0,139,13,137,18,18,12,86,84.0,114.3,149,63.9,0
Lickitung,Altaria,13,0,84,26,192,9,13,10,108,98.3,126.9,183,86.8,3,8,21,242,164,3,8,5,334,103.4,153.3,136,81.7,0
Kingler,Gengar,18,0,7,48,296,18,18,1,99,143.9,115.0,93,62.7,9,14,119,235,245,9,9,14,94,156.6,94.3,97,80.7,0
Lanturn,Kleavor,18,4,139,260,273,18,18,4,171,104.8,104.8,194,85.1,1,16,36,296,253,1,1,16,900,144.2,105.1,102,77.1,1
Tinkatuff,Bellossom,5,17,28,187,99,5,5,17,958,104.2,134.4,149,86.2,10,0,1,143,58,14,10,5,182,115.7,132.9,126,83.3,1
Tsareena,Pachirisu,10,0,89,279,120,10,12,6,763,131.6,119.9,108,64.6,4,0,137,270,273,4,4,4,417,91.6,157.1,142,85.2,1
Cubone,Vikavolt,11,0,95,28,213,11,11,13,104,88.2,133.6,127,69.8,1,4,137,296,101,4,1,8,738,146.4,94.4,111,71.2,1
Karrablast,Amaura,1,0,36,296,79,1,1,11,588,127.7,85.7,127,71.4,16,12,102,289,273,12,12,4,698,114.3,104.2,164,80.0,1
Roggenrola,Zweilous,16,0,121,253,215,16,16,16,524,114.3,105.0,135,55.0,2,3,21,55,26,3,2,13,634,121.0,109.2,140,82.6,0
Ampharos,Venusaur,4,0,137,38,276,4,2,10,181,127.4,106.8,129,77.8,10,14,136,105,245,10,10,14,3,122.5,121.9,122,82.2,0
Deoxys (Speed),Lycanroc (Midday),15,0,13,204,262,4,15,13,386,140.8,131.6,86,47.8,16,0,129,253,79,2,16,11,745,144.6,92.0,117,63.5,0
Mr. Rime,Typhlosion (Hisuian),12,15,15,137,200,15,12,15,866,129.0,114.1,118,60.4,7,9,25,92,293,7,7,4,157,139.6,105.1,109,77.3,1
Crabominable,Dartrix,6,12,7,133,34,18,12,6,740,136.8,87.9,135,60.5,10,8,83,31,227,10,8,10,723,112.3,116.8,152,74.1,1
Samurott (Hisuian),Whirlipede,18,2,36,55,137,1,2,12,503,133.2,95.6,132,80.5,1,14,99,245,238,14,14,1,544,96.6,158.0,113,60.0,1
Chespin,Regice,10,0,136,26,227,10,13,10,650,105.0,101.7,136,59.0,12,0,86,24,267,13,12,4,378,103.7,180.2,115,78.7,0
Melmetal,Noivern,17,0,134,65,258,4,17,6,809,121.5,107.8,141,87.3,8,3,3,123,67,8,8,3,715,126.4,110.7,127,51.6,1
Diggersby,Gastrodon,13,11,106,92,226,13,7,11,660,96.3,141.2,171,93.6,18,11,95,26,82,11,13,11,423,114.4,102.5,167,91.6,1
Raichu (Alolan),Cinderace,4,15,134,293,276,4,4,10,26,136.2,111.7,108,81.2,7,0,31,97,95,7,7,7,815,139.0,102.3,113,63.6,1
Lurantis,Blastoise,10,0,36,143,258,1,10,6,754,126.9,114.6,121,86.5,18,0,114,125,241,16,18,13,9,111.5,140.7,127,87.0,1
Vigoroth,Florges,13,0,16,26,216,6,13,16,288,117.7,112.7,144,71.7,5,0,28,164,276,5,5,10,671,120.1,142.1,109,83.4,0
Purugly,Genesect,13,0,119,4,267,9,8,4,432,125.5,105.5,133,72.4,1,17,36,296,265,1,1,13,649,141.1,111.7,100,82.6,0
Nidoking,Ninetales,14,11,36,223,82,1,11,11,34,130.1,104.1,127,71.7,7,0,25,287,182,7,7,7,38,115.1,133.6,126,84.8,0
Combusken,Togetic,7,6,25,95,216,7,7,16,256,131.0,99.6,131,71.0,5,8,28,205,58,5,15,5,176,110.6,150.0,122,88.0,1
Bergmite,Tauros (Combat),12,0,130,137,52,13,12,2,712,110.9,113.4,135,55.8,6,0,20,47,276,6,6,10,128,127.8,123.1,111,76.1,0
Salamence,Roselia,3,8,23,101,180,3,8,3,373,142.9,92.6,117,69.9,10,14,97,245,186,14,14,10,315,139.6,107.3,107,54.8,1
Snover,Gliscor,10,12,102,131,86,12,12,10,459,109.2,100.8,142,58.5,11,8,36,84,4,1,11,8,472,115.7,143.9,116,85.7,0
Crobat,Spiritomb,14,8,3,188,230,8,14,9,169,121.8,115.7,130,68.9,9,2,129,218,230,2,16,9,442,121.2,146.4,104,85.0,0
Snover,Rotom (Frost),10,12,102,131,86,12,12,10,459,109.2,100.8,142,58.5,4,12,134,273,24,4,4,12,479,129.2,143.2,93,61.6,1
Scyther,Fearow,1,8,36,4,172,1,8,2,123,134.9,110.7,111,79.5,13,8,126,101,79,17,8,11,22,132.6,102.7,124,59.5,1
Milotic,Honchkrow,18,0,23,260,295,3,18,13,350,113.2,132.2,132,72.9,2,8,123,31,55,2,8,2,430,150.6,68.3,145,65.0,0
Bastiodon,Dedenne,16,17,121,253,97,16,16,7,411,81.1,246.7,138,89.2,4,5,134,183,187,4,4,5,702,124.2,108.7,133,90.3,1
Fletchinder,Zweilous,7,8,25,101,4,7,8,8,662,123.0,103.2,142,80.7,2,3,21,55,26,3,2,13,634,121.0,109.2,140,82.6,0
Salamence,Probopass,3,8,23,101,180,3,8,3,373,142.9,92.6,117,69.9,16,17,124,216,297,4,16,4,476,96.8,200.0,119,73.5,1
Duosion,Aurorus,15,0,65,205,171,15,15,9,578,149.2,82.7,121,46.4,16,12,102,289,156,12,12,16,699,114.1,105.7,163,87.9,1
Typhlosion,Torracat,7,0,77,21,270,7,7,4,157,132.2,108.3,117,80.6,7,0,25,95,52,7,7,2,726,136.6,89.5,134,68.5,1
Huntail,Alakazam,18,0,139,13,52,18,18,2,367,131.5,126.3,102,70.7,15,0,104,92,230,15,7,9,65,157.0,103.1,88,58.5,1
Milotic,Slaking,18,0,23,260,295,3,18,13,350,113.2,132.2,132,72.9,13,0,145,26,84,13,13,11,289,139.3,83.6,138,20.2,1
Hattrem,Jumpluff,15,0,15,205,58,15,15,5,857,123.2,115.3,127,62.8,10,8,28,4,86,5,8,10,189,97.0,153.5,155,87.5,0
Slaking,Toucannon,13,0,145,26,84,13,13,11,289,139.3,83.6,138,20.2,13,8,11,78,215,10,8,16,733,137.3,96.8,122,60.5,0
